GISJOIN,totalPopulation,freeAfAmPopulation,slavePopulation,totalAfAmPopulation,state,county,year,totalDensity,totalAsiaPopulation,totalIndianPopulation,totalWhitePopulation,totalWhitePoplulation,totalAsianPopulation
G2701650,11382,,,,Minnesota,Watonwan,1910,25.87,,,,,
G2701670,9063,,,,Minnesota,Wilkin,1910,12.06,,,,,
G2701690,33398,,,,Minnesota,Winona,1910,52.06,,,,,
G2701710,28082,,,,Minnesota,Wright,1910,39.31,,,,,
G2701730,15406,,,,Minnesota,Yellow Medicine,1910,20.18,,,,,
G2900010,22700,,,,Missouri,Adair,1910,39.87,,,,,
G2900030,15282,,,,Missouri,Andrew,1910,35.01,,,,,
G2900050,13604,,,,Missouri,Atchison,1910,24.85,,,,,
G2900070,21687,,,,Missouri,Audrain,1910,31.12,,,,,
G2900090,23869,,,,Missouri,Barry,1910,30.18,,,,,
G2900110,16747,,,,Missouri,Barton,1910,28.06,,,,,
G2900130,25869,,,,Missouri,Bates,1910,30.39,,,,,
G2900150,14881,,,,Missouri,Benton,1910,19.78,,,,,
G2900170,14576,,,,Missouri,Bollinger,1910,23.46,,,,,
G2900190,30533,,,,Missouri,Boone,1910,44.17,,,,,
G2900210,93020,,,,Missouri,Buchanan,1910,224.38,,,,,
G2900230,20624,,,,Missouri,Butler,1910,29.51,,,,,
G2900250,14605,,,,Missouri,Caldwell,1910,33.99,,,,,
G2900270,24400,,,,Missouri,Callaway,1910,28.81,,,,,
G2900290,11582,,,,Missouri,Camden,1910,16.34,,,,,
G2900310,27621,,,,Missouri,Cape Girardeau,1910,47.11,,,,,
G2900330,23098,,,,Missouri,Carroll,1910,32.89,,,,,
G2900350,5504,,,,Missouri,Carter,1910,10.81,,,,,
G2900370,22973,,,,Missouri,Cass,1910,32.69,,,,,
G2900390,16080,,,,Missouri,Cedar,1910,32.26,,,,,
G2900410,23503,,,,Missouri,Chariton,1910,30.59,,,,,
G2900430,15832,,,,Missouri,Christian,1910,28.07,,,,,
G2900450,12811,,,,Missouri,Clark,1910,25.03,,,,,
G2900470,20302,,,,Missouri,Clay,1910,49.65,,,,,
G2900490,15297,,,,Missouri,Clinton,1910,36.12,,,,,
G2900510,21957,,,,Missouri,Cole,1910,55.02,,,,,
G2900530,20311,,,,Missouri,Cooper,1910,35.62,,,,,
G2900550,13576,,,,Missouri,Crawford,1910,18.25,,,,,
G2900570,15613,,,,Missouri,Dade,1910,30.84,,,,,
G2900590,13181,,,,Missouri,Dallas,1910,24.28,,,,,
G2900610,17605,,,,Missouri,Daviess,1910,30.94,,,,,
G2900630,12531,,,,Missouri,DeKalb,1910,29.43,,,,,
G2900650,13245,,,,Missouri,Dent,1910,17.55,,,,,
G2900670,16664,,,,Missouri,Douglas,1910,20.46,,,,,
G2900690,30328,,,,Missouri,Dunklin,1910,55.43,,,,,
G2900710,29830,,,,Missouri,Franklin,1910,32.05,,,,,
G2900730,12847,,,,Missouri,Gasconade,1910,24.42,,,,,
G2900750,16820,,,,Missouri,Gentry,1910,34.2,,,,,
G2900770,63831,,,,Missouri,Greene,1910,94.17,,,,,
G2900790,16744,,,,Missouri,Grundy,1910,38.23,,,,,
G2900810,20466,,,,Missouri,Harrison,1910,28.17,,,,,
G2900830,27242,,,,Missouri,Henry,1910,37.19,,,,,
G2900850,8741,,,,Missouri,Hickory,1910,21.23,,,,,
G2900870,14539,,,,Missouri,Holt,1910,31.0,,,,,
G2900890,15653,,,,Missouri,Howard,1910,33.27,,,,,
G2900910,21065,,,,Missouri,Howell,1910,22.69,,,,,
G2900930,8563,,,,Missouri,Iron,1910,15.51,,,,,
G2900950,283522,,,,Missouri,Jackson,1910,459.95,,,,,
G2900970,89673,,,,Missouri,Jasper,1910,139.82,,,,,
G2900990,27878,,,,Missouri,Jefferson,1910,41.98,,,,,
G2901010,26297,,,,Missouri,Johnson,1910,31.57,,,,,
G2901030,12403,,,,Missouri,Knox,1910,24.47,,,,,
G2901050,17363,,,,Missouri,Laclede,1910,22.61,,,,,
G2901070,30154,,,,Missouri,Lafayette,1910,47.2,,,,,
G2901090,26583,,,,Missouri,Lawrence,1910,43.34,,,,,
G2901110,15514,,,,Missouri,Lewis,1910,30.37,,,,,
G2901130,17033,,,,Missouri,Lincoln,1910,26.6,,,,,
G2901150,25253,,,,Missouri,Linn,1910,40.63,,,,,
G2901170,19453,,,,Missouri,Livingston,1910,36.13,,,,,
G2901190,13539,,,,Missouri,McDonald,1910,25.09,,,,,
G2901210,30868,,,,Missouri,Macon,1910,37.99,,,,,
G2901230,11273,,,,Missouri,Madison,1910,22.65,,,,,
G2901250,10088,,,,Missouri,Maries,1910,19.03,,,,,
G2901270,30572,,,,Missouri,Marion,1910,68.85,,,,,
G2901290,12335,,,,Missouri,Mercer,1910,27.1,,,,,
G2901310,16717,,,,Missouri,Miller,1910,27.86,,,,,
G2901330,14557,,,,Missouri,Mississippi,1910,33.94,,,,,
G2901350,14375,,,,Missouri,Moniteau,1910,34.32,,,,,
G2901370,18304,,,,Missouri,Monroe,1910,27.31,,,,,
G2901390,15604,,,,Missouri,Montgomery,1910,28.88,,,,,
G2901410,12863,,,,Missouri,Morgan,1910,20.95,,,,,
G2901430,19488,,,,Missouri,New Madrid,1910,27.92,,,,,
G2901450,27136,,,,Missouri,Newton,1910,43.3,,,,,
G2901470,28833,,,,Missouri,Nodaway,1910,32.85,,,,,
G2901490,14681,,,,Missouri,Oregon,1910,18.55,,,,,
G2901510,14283,,,,Missouri,Osage,1910,23.28,,,,,
G2901530,11926,,,,Missouri,Ozark,1910,15.79,,,,,
G2901550,19559,,,,Missouri,Pemiscot,1910,38.17,,,,,
G2901570,14898,,,,Missouri,Perry,1910,30.76,,,,,
G2901590,33913,,,,Missouri,Pettis,1910,49.41,,,,,
G2901610,15796,,,,Missouri,Phelps,1910,23.43,,,,,
G2901630,22556,,,,Missouri,Pike,1910,32.94,,,,,
G2901650,14429,,,,Missouri,Platte,1910,33.77,,,,,
G2901670,21561,,,,Missouri,Polk,1910,33.56,,,,,
G2901690,11438,,,,Missouri,Pulaski,1910,20.74,,,,,
G2901710,14308,,,,Missouri,Putnam,1910,27.53,,,,,
G2901730,12913,,,,Missouri,Ralls,1910,26.69,,,,,
G2901750,26182,,,,Missouri,Randolph,1910,53.69,,,,,
G2901770,21451,,,,Missouri,Ray,1910,37.4,,,,,
G2901790,9592,,,,Missouri,Reynolds,1910,11.78,,,,,
G2901810,13099,,,,Missouri,Ripley,1910,20.74,,,,,
G2901830,24695,,,,Missouri,St Charles,1910,41.69,,,,,
G2901850,16412,,,,Missouri,St Clair,1910,23.38,,,,,
G2901860,10607,,,,Missouri,Ste Genevieve,1910,20.84,,,,,
G2901870,35738,,,,Missouri,St Francois,1910,79.0,,,,,
G2901890,82417,,,,Missouri,St Louis,1910,157.38,,,,,
G2901950,29448,,,,Missouri,Saline,1910,38.52,,,,,
G2901970,9062,,,,Missouri,Schuyler,1910,29.41,,,,,
G2901990,11869,,,,Missouri,Scotland,1910,27.02,,,,,
G2902010,22372,,,,Missouri,Scott,1910,52.51,,,,,
G2902030,11443,,,,Missouri,Shannon,1910,11.4,,,,,
G2902050,14864,,,,Missouri,Shelby,1910,29.58,,,,,
G2902070,27807,,,,Missouri,Stoddard,1910,33.55,,,,,
G2902090,11559,,,,Missouri,Stone,1910,22.62,,,,,
G2902110,18598,,,,Missouri,Sullivan,1910,28.55,,,,,
G2902130,9134,,,,Missouri,Taney,1910,14.02,,,,,
G2902150,21458,,,,Missouri,Texas,1910,18.2,,,,,
G2902170,28827,,,,Missouri,Vernon,1910,34.44,,,,,
G2902190,9123,,,,Missouri,Warren,1910,20.84,,,,,
G2902210,13378,,,,Missouri,Washington,1910,17.55,,,,,
G2902230,15181,,,,Missouri,Wayne,1910,19.61,,,,,
G2902250,17377,,,,Missouri,Webster,1910,29.27,,,,,
G2902270,8007,,,,Missouri,Worth,1910,30.02,,,,,
G2902290,18315,,,,Missouri,Wright,1910,26.81,,,,,
G2905100,687029,,,,Missouri,St Louis City,1910,10385.94,,,,,
G3100010,20900,,,,Nebraska,Adams,1910,37.05,,,,,
G3100030,14003,,,,Nebraska,Antelope,1910,16.31,,,,,
G3100070,1444,,,,Nebraska,Banner,1910,1.93,,,,,
G3100090,1672,,,,Nebraska,Blaine,1910,2.34,,,,,
G3100110,13145,,,,Nebraska,Boone,1910,19.13,,,,,
G3100130,6131,,,,Nebraska,Box Butte,1910,5.69,,,,,
G3100150,8826,,,,Nebraska,Boyd,1910,16.21,,,,,
G3100170,6083,,,,Nebraska,Brown,1910,4.97,,,,,
G3100190,21907,,,,Nebraska,Buffalo,1910,22.46,,,,,
G3100210,12726,,,,Nebraska,Burt,1910,25.6,,,,,
G3100230,15403,,,,Nebraska,Butler,1910,26.36,,,,,
G3100250,19786,,,,Nebraska,Cass,1910,34.94,,,,,
G3100270,15191,,,,Nebraska,Cedar,1910,20.37,,,,,
G3100290,3613,,,,Nebraska,Chase,1910,4.03,,,,,
G3100310,10414,,,,Nebraska,Cherry,1910,1.73,,,,,
G3100330,4551,,,,Nebraska,Cheyenne,1910,3.8,,,,,
G3100350,15729,,,,Nebraska,Clay,1910,27.43,,,,,
G3100370,11610,,,,Nebraska,Colfax,1910,27.74,,,,,
G3100390,13782,,,,Nebraska,Cuming,1910,23.99,,,,,
G3100410,25668,,,,Nebraska,Custer,1910,9.96,,,,,
G3100430,6564,,,,Nebraska,Dakota,1910,24.55,,,,,
G3100450,8254,,,,Nebraska,Dawes,1910,5.89,,,,,
G3100470,15961,,,,Nebraska,Dawson,1910,15.66,,,,,
G3100490,1786,,,,Nebraska,Deuel,1910,4.05,,,,,
G3100510,11477,,,,Nebraska,Dixon,1910,23.78,,,,,
G3100530,22145,,,,Nebraska,Dodge,1910,40.71,,,,,
G3100550,168546,,,,Nebraska,Douglas,1910,496.31,,,,,
G3100570,4098,,,,Nebraska,Dundy,1910,4.45,,,,,
G3100590,14674,,,,Nebraska,Fillmore,1910,25.45,,,,,
G3100610,10303,,,,Nebraska,Franklin,1910,17.88,,,,,
G3100630,8572,,,,Nebraska,Frontier,1910,8.75,,,,,
G3100650,12083,,,,Nebraska,Furnas,1910,16.77,,,,,
G3100670,30325,,,,Nebraska,Gage,1910,35.26,,,,,
G3100690,3538,,,,Nebraska,Garden,1910,2.04,,,,,
G3100710,3417,,,,Nebraska,Garfield,1910,5.98,,,,,
G3100730,4933,,,,Nebraska,Gosper,1910,10.66,,,,,
G3100750,1097,,,,Nebraska,Grant,1910,1.4,,,,,
G3100770,8047,,,,Nebraska,Greeley,1910,14.1,,,,,
G3100790,20361,,,,Nebraska,Hall,1910,36.87,,,,,
G3100810,13459,,,,Nebraska,Hamilton,1910,24.62,,,,,
G3100830,9578,,,,Nebraska,Harlan,1910,16.68,,,,,
G3100850,3011,,,,Nebraska,Hayes,1910,4.22,,,,,
G3100870,5415,,,,Nebraska,Hitchcock,1910,7.54,,,,,
G3100890,15545,,,,Nebraska,Holt,1910,6.43,,,,,
G3100910,981,,,,Nebraska,Hooker,1910,1.36,,,,,
G3100930,10783,,,,Nebraska,Howard,1910,18.73,,,,,
G3100950,16852,,,,Nebraska,Jefferson,1910,29.28,,,,,
G3100970,10187,,,,Nebraska,Johnson,1910,27.03,,,,,
G3100990,9106,,,,Nebraska,Kearney,1910,17.64,,,,,
G3101010,3692,,,,Nebraska,Keith,1910,3.33,,,,,
G3101030,3452,,,,Nebraska,Keya Paha,1910,4.46,,,,,
G3101050,1942,,,,Nebraska,Kimball,1910,2.04,,,,,
G3101070,18358,,,,Nebraska,Knox,1910,16.11,,,,,
G3101090,73793,,,,Nebraska,Lancaster,1910,87.15,,,,,
G3101110,15684,,,,Nebraska,Lincoln,1910,6.09,,,,,
G3101130,1521,,,,Nebraska,Logan,1910,2.66,,,,,
G3101150,2188,,,,Nebraska,Loup,1910,3.83,,,,,
G3101170,2470,,,,Nebraska,McPherson,1910,1.56,,,,,
G3101190,19101,,,,Nebraska,Madison,1910,33.22,,,,,
G3101210,10379,,,,Nebraska,Merrick,1910,20.98,,,,,
G3101230,4584,,,,Nebraska,Morrill,1910,3.21,,,,,
G3101250,8926,,,,Nebraska,Nance,1910,19.92,,,,,
G3101270,13095,,,,Nebraska,Nemaha,1910,31.79,,,,,
G3101290,13019,,,,Nebraska,Nuckolls,1910,22.6,,,,,
G3101310,19323,,,,Nebraska,Otoe,1910,31.21,,,,,
G3101330,10582,,,,Nebraska,Pawnee,1910,24.44,,,,,
G3101350,2570,,,,Nebraska,Perkins,1910,2.91,,,,,
G3101370,10451,,,,Nebraska,Phelps,1910,19.33,,,,,
G3101390,10122,,,,Nebraska,Pierce,1910,17.6,,,,,
G3101410,19006,,,,Nebraska,Platte,1910,27.58,,,,,
G3101430,10521,,,,Nebraska,Polk,1910,23.87,,,,,
G3101450,11056,,,,Nebraska,Red Willow,1910,15.4,,,,,
G3101470,17448,,,,Nebraska,Richardson,1910,31.38,,,,,
G3101490,3627,,,,Nebraska,Rock,1910,3.58,,,,,
G3101510,17866,,,,Nebraska,Saline,1910,31.01,,,,,
G3101530,9274,,,,Nebraska,Sarpy,1910,37.5,,,,,
G3101550,21179,,,,Nebraska,Saunders,1910,27.91,,,,,
G3101570,8355,,,,Nebraska,Scotts Bluff,1910,11.21,,,,,
G3101590,15895,,,,Nebraska,Seward,1910,27.61,,,,,
G3101610,7328,,,,Nebraska,Sheridan,1910,2.97,,,,,
G3101630,8278,,,,Nebraska,Sherman,1910,14.48,,,,,
G3101650,5599,,,,Nebraska,Sioux,1910,2.71,,,,,
G3101670,7542,,,,Nebraska,Stanton,1910,17.5,,,,,
G3101690,14775,,,,Nebraska,Thayer,1910,25.68,,,,,
G3101710,1191,,,,Nebraska,Thomas,1910,1.67,,,,,
G3101730,8704,,,,Nebraska,Thurston,1910,21.97,,,,,
G3101750,9480,,,,Nebraska,Valley,1910,16.62,,,,,
G3101770,12738,,,,Nebraska,Washington,1910,32.35,,,,,
G3101790,10397,,,,Nebraska,Wayne,1910,23.44,,,,,
G3101810,12008,,,,Nebraska,Webster,1910,20.88,,,,,
G3101830,2292,,,,Nebraska,Wheeler,1910,3.98,,,,,
G3101850,18721,,,,Nebraska,York,1910,32.5,,,,,
G3800010,5407,,,,North Dakota,Adams,1910,5.47,,,,,
G3800030,18066,,,,North Dakota,Barnes,1910,11.94,,,,,
G3800050,12681,,,,North Dakota,Benson,1910,8.81,,,,,
G3800070,10186,,,,North Dakota,Billings,1910,3.02,,,,,
G3800090,17295,,,,North Dakota,Bottineau,1910,10.19,,,,,
G3800110,4668,,,,North Dakota,Bowman,1910,4.0,,,,,
G3800130,9064,,,,North Dakota,Burke,1910,8.03,,,,,
G3800150,13087,,,,North Dakota,Burleigh,1910,7.85,,,,,
G3800170,33935,,,,North Dakota,Cass,1910,19.2,,,,,
G3800190,15659,,,,North Dakota,Cavalier,1910,10.37,,,,,
G3800210,9839,,,,North Dakota,Dickey,1910,8.62,,,,,
G3800230,6015,,,,North Dakota,Divide,1910,4.65,,,,,
G3800250,5302,,,,North Dakota,Dunn,1910,2.55,,,,,
G3800270,4800,,,,North Dakota,Eddy,1910,7.45,,,,,
G3800290,9796,,,,North Dakota,Emmons,1910,6.3,,,,,
G3800310,5313,,,,North Dakota,Foster,1910,8.22,,,,,
G3800350,27888,,,,North Dakota,Grand Forks,1910,19.37,,,,,
G3800390,6274,,,,North Dakota,Griggs,1910,8.76,,,,,
G3800410,6557,,,,North Dakota,Hettinger,1910,5.78,,,,,
G3800430,5962,,,,North Dakota,Kidder,1910,4.16,,,,,
G3800450,10724,,,,North Dakota,La Moure,1910,9.32,,,,,
G3800470,6168,,,,North Dakota,Logan,1910,6.1,,,,,
G3800490,17627,,,,North Dakota,McHenry,1910,9.22,,,,,
G3800510,7251,,,,North Dakota,McIntosh,1910,7.29,,,,,
G3800530,5720,,,,North Dakota,McKenzie,1910,2.0,,,,,
G3800550,14496,,,,North Dakota,McLean,1910,6.23,,,,,
G3800570,4747,,,,North Dakota,Mercer,1910,4.27,,,,,
G3800590,25289,,,,North Dakota,Morton,1910,5.34,,,,,
G3800610,8491,,,,North Dakota,Mountrail,1910,4.37,,,,,
G3800630,10140,,,,North Dakota,Nelson,1910,10.05,,,,,
G3800650,3577,,,,North Dakota,Oliver,1910,4.89,,,,,
G3800670,14749,,,,North Dakota,Pembina,1910,13.15,,,,,
G3800690,9740,,,,North Dakota,Pierce,1910,9.0,,,,,
G3800710,15199,,,,North Dakota,Ramsey,1910,11.68,,,,,
G3800730,10345,,,,North Dakota,Ransom,1910,11.97,,,,,
G3800750,7840,,,,North Dakota,Renville,1910,8.79,,,,,
G3800770,19659,,,,North Dakota,Richland,1910,13.6,,,,,
G3800790,9558,,,,North Dakota,Rolette,1910,10.18,,,,,
G3800810,9202,,,,North Dakota,Sargent,1910,10.61,,,,,
G3800830,8103,,,,North Dakota,Sheridan,1910,8.06,,,,,
G3800890,12504,,,,North Dakota,Stark,1910,9.33,,,,,
G3800910,7616,,,,North Dakota,Steele,1910,10.64,,,,,
G3800930,18189,,,,North Dakota,Stutsman,1910,7.91,,,,,
G3800950,8963,,,,North Dakota,Towner,1910,8.61,,,,,
G3800970,12545,,,,North Dakota,Traill,1910,14.54,,,,,
G3800990,19491,,,,North Dakota,Walsh,1910,15.06,,,,,
G3801010,25281,,,,North Dakota,Ward,1910,12.29,,,,,
G3801030,11814,,,,North Dakota,Wells,1910,9.15,,,,,
G3801050,14234,,,,North Dakota,Williams,1910,6.63,,,,,
G3900010,24755,,,,Ohio,Adams,1910,42.26,,,,,
G3900030,56580,,,,Ohio,Allen,1910,139.06,,,,,
G3900050,22975,,,,Ohio,Ashland,1910,53.83,,,,,
G3900070,59547,,,,Ohio,Ashtabula,1910,83.9,,,,,
G3900090,47798,,,,Ohio,Athens,1910,93.99,,,,,
G3900110,31246,,,,Ohio,Auglaize,1910,77.78,,,,,
G3900130,76856,,,,Ohio,Belmont,1910,141.96,,,,,
G3900150,24832,,,,Ohio,Brown,1910,50.14,,,,,
G3900170,70271,,,,Ohio,Butler,1910,149.45,,,,,
G3900190,15761,,,,Ohio,Carroll,1910,39.5,,,,,
G3900210,26351,,,,Ohio,Champaign,1910,61.32,,,,,
G3900230,66435,,,,Ohio,Clark,1910,164.53,,,,,
G3900250,29551,,,,Ohio,Clermont,1910,64.57,,,,,
G3900270,23680,,,,Ohio,Clinton,1910,57.44,,,,,
G3900290,76619,,,,Ohio,Columbiana,1910,143.16,,,,,
G3900310,30121,,,,Ohio,Coshocton,1910,53.07,,,,,
G3900330,34036,,,,Ohio,Crawford,1910,84.49,,,,,
G3900350,637425,,,,Ohio,Cuyahoga,1910,1387.49,,,,,
G3900370,42933,,,,Ohio,Darke,1910,71.52,,,,,
G3900390,24498,,,,Ohio,Defiance,1910,59.15,,,,,
G3900410,27182,,,,Ohio,Delaware,1910,59.61,,,,,
G3900430,38327,,,,Ohio,Erie,1910,149.38,,,,,
G3900450,39201,,,,Ohio,Fairfield,1910,77.08,,,,,
G3900470,21744,,,,Ohio,Fayette,1910,53.41,,,,,
G3900490,221567,,,,Ohio,Franklin,1910,407.8,,,,,
G3900510,23914,,,,Ohio,Fulton,1910,58.71,,,,,
G3900530,25745,,,,Ohio,Gallia,1910,54.64,,,,,
G3900550,14670,,,,Ohio,Geauga,1910,35.93,,,,,
G3900570,29733,,,,Ohio,Greene,1910,71.44,,,,,
G3900590,42716,,,,Ohio,Guernsey,1910,80.86,,,,,
G3900610,460732,,,,Ohio,Hamilton,1910,1116.16,,,,,
G3900630,37860,,,,Ohio,Hancock,1910,70.95,,,,,
G3900650,30407,,,,Ohio,Hardin,1910,64.62,,,,,
G3900670,19076,,,,Ohio,Harrison,1910,46.44,,,,,
G3900690,25119,,,,Ohio,Henry,1910,59.81,,,,,
G3900710,28711,,,,Ohio,Highland,1910,51.47,,,,,
G3900730,23650,,,,Ohio,Hocking,1910,55.83,,,,,
G3900750,17909,,,,Ohio,Holmes,1910,42.24,,,,,
G3900770,34206,,,,Ohio,Huron,1910,69.17,,,,,
G3900790,30791,,,,Ohio,Jackson,1910,73.05,,,,,
G3900810,65423,,,,Ohio,Jefferson,1910,159.23,,,,,
G3900830,30181,,,,Ohio,Knox,1910,57.0,,,,,
G3900850,22927,,,,Ohio,Lake,1910,98.95,,,,,
G3900870,39488,,,,Ohio,Lawrence,1910,86.35,,,,,
G3900890,55590,,,,Ohio,Licking,1910,80.75,,,,,
G3900910,30084,,,,Ohio,Logan,1910,64.45,,,,,
G3900930,76037,,,,Ohio,Lorain,1910,153.71,,,,,
G3900950,192728,,,,Ohio,Lucas,1910,555.39,,,,,
G3900970,19902,,,,Ohio,Madison,1910,42.71,,,,,
G3900990,116151,,,,Ohio,Mahoning,1910,274.34,,,,,
G3901010,33971,,,,Ohio,Marion,1910,84.06,,,,,
G3901030,23598,,,,Ohio,Medina,1910,55.77,,,,,
G3901050,25594,,,,Ohio,Meigs,1910,59.19,,,,,
G3901070,27536,,,,Ohio,Mercer,1910,58.18,,,,,
G3901090,45047,,,,Ohio,Miami,1910,110.08,,,,,
G3901110,24244,,,,Ohio,Monroe,1910,53.0,,,,,
G3901130,163763,,,,Ohio,Montgomery,1910,352.68,,,,,
G3901150,16097,,,,Ohio,Morgan,1910,38.16,,,,,
